,Hit Points,Attack,Defense,Sp. Atk,Sp. Def,Speed,Legendary,Winner
19239,17,-12,14,-7,10,23,0,0
19240,9,21,25,26,33,-22,0,1
19241,35,5,32,-37,-15,-126,-1,0
19242,-45,-11,0,25,-20,-9,0,1
19243,-110,-45,-14,-70,-34,-30,0,1
19244,10,75,40,10,20,25,0,0
19245,12,-27,2,31,12,41,0,0
19246,-30,-70,-43,-50,-43,-30,0,1
19247,-45,-35,-15,-5,25,-60,0,1
19248,15,-7,-5,-72,-5,70,0,0
19249,-13,-105,-30,-45,-70,-5,0,1
19250,20,-5,48,-15,-17,-20,0,1
19251,-15,2,-25,-30,-30,-50,0,1
19252,22,10,23,32,74,-7,0,1
19253,10,-55,0,-25,-45,-85,0,1
19254,-15,-40,0,-35,0,-20,0,1
19255,10,-45,0,-65,5,-25,0,1
19256,5,20,-55,15,15,-10,0,1
19257,-15,-30,-40,-9,-23,6,0,0
19258,0,30,-20,70,50,-10,1,1
19259,16,36,49,21,42,8,0,0
19260,60,30,25,75,75,10,0,0
19261,80,65,40,85,60,90,1,0
19262,11,51,26,-4,-6,-18,0,1
19263,-55,-120,-85,-100,-80,-45,-1,1
19264,40,-20,0,-5,10,-20,0,1
19265,-45,-35,-25,0,45,20,0,0
19266,50,20,90,-20,-5,-20,0,1
19267,20,30,10,0,-15,-45,0,1
19268,25,75,90,-35,-25,-45,0,0
19269,30,0,-25,55,0,0,1,1
19270,-28,-32,-38,12,8,33,0,0
19271,-15,-100,-70,-45,5,-30,-1,1
19272,10,10,0,15,15,90,1,0
19273,17,-1,17,-6,-8,4,0,0
19274,5,-50,-40,-50,-25,-100,-1,1
19275,15,0,8,25,3,17,0,0
19276,-9,-60,-30,-55,-40,-96,-1,1
19277,-20,-34,-50,30,0,-26,0,1
19278,17,67,16,62,20,43,1,0
19279,5,83,28,20,20,29,0,0
19280,48,3,18,-8,12,-8,0,1
19281,-10,12,40,-20,-20,-30,0,0
19282,-15,10,-30,20,-40,-20,0,1
19283,-14,-23,57,17,57,-20,0,1
19284,22,85,-15,0,-15,40,0,0
19285,36,68,23,55,99,34,1,0
19286,31,19,25,-14,-25,-26,0,1
19287,24,56,85,18,15,-23,0,1
19288,16,17,11,-21,-24,3,0,0
19289,5,-15,-28,-50,-23,-5,0,1
19290,0,-5,-40,-40,-20,-20,0,1
19291,-14,-25,-55,-5,5,-1,0,1
19292,-50,-28,-15,10,-15,10,0,0
19293,35,48,-30,25,-30,-48,0,0
19294,5,74,44,-8,36,95,0,0
19295,36,42,-3,97,75,78,1,0
19296,60,28,43,38,48,-1,0,1
19297,5,15,52,30,42,56,0,0
19298,-20,-72,-35,-77,10,-58,0,1
19299,10,-7,2,25,30,15,0,0
19300,-4,-40,-35,-20,-30,24,-1,0
19301,35,65,21,55,24,25,0,0
19302,20,60,35,50,55,70,0,0
19303,-5,0,85,-125,55,-100,0,1
19304,-15,0,35,49,5,1,0,0
19305,23,10,20,60,70,5,0,0
19306,10,-5,90,50,50,-30,0,1
19307,-47,-80,9,-10,-17,-26,0,1
19308,30,13,-103,-7,-98,-15,0,1
19309,-25,0,50,90,55,25,0,0
19310,50,37,41,53,61,23,0,0
19311,12,3,26,-12,15,-36,0,1
19312,31,55,20,55,20,49,0,0
19313,5,5,7,5,27,-22,0,1
19314,-78,-70,-55,-70,-58,-49,-1,1
19315,-35,-63,-80,-23,-10,26,0,1
19316,-50,-8,-20,50,-30,53,0,0
19317,-11,3,15,5,-1,-37,0,1
19318,-46,-107,-35,-20,-15,-37,0,1
19319,-30,0,-15,-60,-50,-35,0,1
19320,46,6,20,91,3,14,1,0
19321,0,25,29,-5,24,42,0,0
19322,20,28,-36,-45,0,-4,0,1
19323,-30,-35,-45,-105,-50,15,0,0
19324,5,2,137,-48,37,-51,1,1
19325,10,20,18,-25,-27,30,0,0
19326,-60,-7,-37,-93,-88,-30,0,1
19327,-8,10,-15,15,-40,30,0,0
19328,40,20,-32,10,-7,29,1,0
19329,-170,75,75,45,-25,30,0,0
19330,-40,-77,-26,-29,-31,-17,0,1
19331,-48,-5,60,-39,-6,1,0,0
19332,5,15,0,-15,-10,-30,0,1
19333,-10,-46,-20,29,65,16,0,0
19334,-20,-29,-53,-29,-53,29,0,1
19335,-7,29,47,13,-17,49,0,0
19336,-45,-16,5,14,-25,-48,0,1
19337,-20,-12,4,-20,-35,-71,0,1
19338,-24,-50,-45,-10,5,-41,0,1
19339,-10,-35,18,50,38,-26,0,1
19340,15,72,12,42,12,41,0,0
19341,22,-10,20,31,14,25,0,0
19342,60,40,0,120,90,70,1,0
19343,-10,0,-20,25,10,20,0,0
19344,-25,-50,-25,-69,-45,-2,0,1
19345,30,-57,-92,-17,-22,-47,0,1
19346,23,-75,41,10,31,-100,0,1
19347,30,10,55,25,15,-25,0,1
19348,5,5,-62,15,-12,71,0,0
19349,-36,-22,72,2,85,17,1,1
19350,29,0,-19,5,1,-26,0,1
19351,-15,65,-10,10,10,45,0,0
19352,22,30,45,105,40,80,0,0
19353,-54,-8,-38,-47,-42,4,0,0
19354,31,57,26,0,-4,12,0,0
19355,16,22,26,59,26,34,0,0
19356,27,-48,89,-21,-69,-82,0,1
19357,-9,-24,-10,15,-10,29,0,1
19358,16,-10,1,-15,46,-19,0,1
19359,35,45,60,30,15,-75,0,0
19360,-5,-7,34,17,46,45,0,0
19361,-36,-17,-35,-44,-35,-78,0,1
19362,2,50,60,-26,26,23,0,0
19363,-75,-135,100,-110,140,-115,0,1
19364,-29,-29,0,5,0,-25,0,1
19365,50,45,10,-15,20,-15,0,1
19366,5,-12,0,-15,5,-60,0,1
19367,-27,-12,-15,-15,5,-54,0,1
19368,-10,10,10,-15,5,35,0,0
19369,6,-22,-3,45,0,-45,0,1
19370,15,9,50,10,5,-2,0,1
19371,7,65,12,29,-48,50,0,0
19372,-10,-35,-55,10,5,40,0,0
19373,-35,-5,-65,-25,-40,-20,0,1
19374,-56,-71,-25,-44,-20,-14,-1,1
19375,20,10,80,-25,30,-50,0,0
19376,6,17,11,-25,-49,1,0,0
19377,2,20,-20,-5,10,-25,0,1
19378,0,-40,-30,-55,-30,-30,0,1
19379,17,-28,103,-3,103,-5,0,1
19380,20,27,-42,-25,-52,12,0,0
19381,-8,-12,-10,-15,-15,-25,0,1
19382,-28,-40,-70,-80,-70,-75,-1,1
19383,20,65,68,10,38,-6,0,1
19384,-21,41,-62,-69,-62,-7,0,1
19385,-51,-17,-12,-7,-52,-11,0,1
19386,36,65,32,63,47,11,0,0
19387,40,88,40,2,-8,33,0,0
19388,-95,-80,-60,-55,-55,-55,-1,1
19389,-35,-130,-45,-110,-60,-55,0,1
19390,90,10,-20,75,35,35,0,0
19391,15,15,30,37,63,14,0,0
19392,55,14,36,40,25,25,0,0
19393,-8,-27,-28,52,38,38,0,0
19394,34,44,70,-9,19,-33,0,0
19395,40,75,90,10,20,-35,1,1
19396,10,40,30,41,7,42,0,0
19397,-20,30,-5,-50,-30,-25,0,1
19398,5,-2,-58,5,10,60,0,0
19399,11,59,42,9,-11,60,0,0
19400,21,-10,20,-3,-35,-31,0,1
19401,-40,-53,-20,-43,-30,-14,0,1
19402,2,30,0,-80,0,-67,0,1
19403,30,35,5,125,10,40,1,0
19404,-30,-65,-15,-80,-25,-40,0,1
19405,-25,-15,-15,5,5,15,0,0
19406,-53,-10,-46,-30,-56,0,0,1
19407,56,7,38,59,55,-16,0,1
19408,5,30,55,30,55,35,0,0
19409,-12,-11,-2,-25,5,-25,0,1
19410,25,28,22,0,25,35,0,0
19411,40,-25,-5,2,-5,-20,0,1
19412,-20,5,-60,-75,-125,0,-1,1
19413,-20,-23,-50,-20,-30,-5,0,0
19414,-30,-35,-60,-105,-60,-40,-1,1
19415,-54,-26,16,-41,-4,9,0,0
19416,4,95,35,38,38,9,0,0
19417,-13,-10,-35,-39,-61,16,0,0
19418,-8,-45,-15,-90,-50,-5,0,1
19419,16,-64,-2,26,-23,-53,0,1
19420,-10,-73,5,-8,-45,-86,0,1
19421,-35,-68,-12,-18,23,-65,0,1
19422,26,70,-51,71,-46,85,0,0
19423,10,50,45,50,55,50,0,0
19424,65,45,40,-33,40,0,0,1
19425,16,40,60,-25,10,19,-1,0
19426,-27,-24,-5,21,40,50,0,0
19427,39,6,33,10,27,11,0,0
19428,-25,-75,-65,25,5,-50,-1,1
19429,-35,-55,-55,75,20,-5,0,1
19430,1,37,35,5,5,32,0,0
19431,3,-11,-2,5,5,-23,0,1
19432,5,-20,10,-10,0,-15,0,1
19433,45,40,42,15,42,15,0,0
19434,-10,21,-65,33,-15,37,0,0
19435,-35,-60,-40,30,-25,-10,0,1
19436,10,25,15,-9,-10,-12,0,1
19437,-46,-37,11,-28,4,-26,0,1
19438,14,80,35,40,25,22,1,0
19439,-26,-46,-39,-46,-34,-19,0,1
19440,-100,-25,100,-25,55,-30,0,1
19441,-7,-60,-45,-95,-55,51,0,0
19442,-10,-20,58,45,58,26,0,0
19443,15,4,16,15,5,30,0,0
19444,6,67,30,-10,-40,2,0,0
19445,36,37,5,43,-10,12,0,0
19446,-30,-30,10,-30,-10,-30,0,1
19447,-19,-30,-42,-70,-99,-83,-1,1
19448,26,20,18,80,29,17,0,0
19449,20,38,35,80,35,25,0,0
19450,15,-20,-25,39,-1,45,0,0
19451,-10,85,96,35,46,0,0,1
19452,1,46,-41,16,-41,19,0,0
19453,-15,11,5,-22,-5,32,0,0
19454,29,9,15,49,35,85,0,0
19455,11,13,7,31,19,-6,0,1
19456,20,50,-25,16,11,-10,0,1
19457,-58,5,-52,-20,-52,-5,0,1
19458,14,75,20,0,20,81,1,0
19459,9,-34,5,0,0,20,0,0
19460,-31,19,-4,9,6,41,0,0
19461,-41,25,-30,-82,-60,6,0,0
19462,-20,-5,-35,-70,-25,-35,-1,1
19463,5,12,54,29,74,-32,0,1
19464,60,45,45,20,65,45,0,0
19465,-55,-60,-55,-125,-75,-35,-1,1
19466,0,-30,-25,-10,-75,-35,0,1
19467,14,-11,0,-20,0,-30,0,1
19468,45,30,35,-35,-40,-60,0,1
19469,-7,0,-21,17,13,33,0,0
19470,-16,-71,24,-61,21,-62,0,1
19471,5,-25,-15,-5,-5,-50,0,1
19472,55,71,73,30,45,-34,0,1
19473,-62,-20,5,-5,-15,-20,0,1
19474,-18,-5,15,27,53,-57,0,1
19475,5,33,-2,-7,-72,14,0,0
19476,6,12,1,-31,-49,8,0,0
19477,-25,25,-30,25,-30,15,0,0
19478,28,44,-58,0,-45,18,0,0
19479,-7,-31,10,-39,-26,-41,0,1
19480,-40,-118,-80,-87,-10,-30,-1,1
19481,-2,48,33,35,5,15,0,0
19482,-10,20,-5,15,-25,-15,0,1
19483,-40,-25,-65,-75,-70,-5,0,1
19484,0,-23,14,20,31,0,0,1
19485,-15,-35,15,-45,15,-35,0,1
19486,-25,70,-90,70,-85,70,1,0
19487,-35,0,-155,-5,-55,-40,-1,1
19488,-16,-80,-45,-55,-10,-59,0,1
19489,-5,-45,-45,-15,25,35,0,0
19490,11,-10,25,-10,35,-26,0,1
19491,40,-75,-110,-15,-75,-35,0,1
19492,-10,30,75,-70,5,-115,0,0
19493,28,50,5,45,5,52,1,0
19494,-30,2,-12,-60,-50,-30,0,1
19495,16,-35,-75,80,46,5,0,1
19496,0,-20,30,55,30,-28,0,1
19497,0,-30,20,10,50,35,0,0
19498,-22,-37,-11,-55,-16,6,0,0
19499,-15,-35,30,-35,45,30,0,0
19500,-25,-30,0,20,50,-5,0,1
19501,8,-66,-62,44,-15,25,0,0
19502,-25,-25,55,-25,55,-63,0,1
19503,-15,-43,73,-48,43,-55,0,1
19504,-4,32,128,2,-11,-27,0,1
19505,-55,-15,-50,-45,-50,-35,0,1
19506,-14,-60,-107,-5,-11,27,0,0
19507,-15,-5,-1,-30,-6,7,0,0
19508,60,30,50,-10,-5,-5,1,1
19509,0,-18,-45,-27,-40,5,0,0
19510,10,28,-5,0,25,52,0,0
19511,20,15,10,-70,-40,-51,0,1
19512,31,17,-33,-23,35,68,0,0
19513,-13,-45,8,-35,25,-20,0,1
19514,-15,-25,65,-20,35,-25,0,1
19515,24,65,-10,15,4,-35,0,0
19516,53,-2,-113,-14,16,14,0,0
19517,-75,-65,-5,-95,-55,-40,-1,1
19518,62,65,27,50,22,49,1,0
19519,-52,-75,-175,-5,-65,-10,-1,1
19520,-4,6,-15,-13,-21,41,0,0
19521,-38,-54,172,-70,165,-75,0,1
19522,-65,0,-55,-85,-50,45,0,0
19523,20,-30,-5,-70,-35,20,0,0
19524,20,0,40,-10,5,20,0,0
19525,-5,-35,10,42,43,-61,0,1
19526,-3,-37,-42,23,5,59,0,0
19527,-31,60,-79,60,-22,-48,-1,0
19528,50,65,90,30,30,-35,0,1
19529,-26,-25,-6,21,-6,1,0,0
19530,-34,-3,-41,-18,-26,-34,0,1
19531,-4,-20,-10,-60,-20,4,-1,0
19532,-42,-2,-45,-78,-45,-25,0,1
19533,55,85,-10,-5,-15,70,0,0
19534,-5,45,25,20,10,-20,0,1
19535,15,18,-10,8,15,14,0,0
19536,30,-15,25,-5,25,35,0,0
19537,-50,20,36,-30,6,-30,0,1
19538,-25,-30,40,29,18,-10,0,1
19539,-16,32,-46,38,-42,48,0,0
19540,0,95,22,50,0,70,0,0
19541,17,-36,46,-16,46,-7,0,1
19542,-4,17,-3,-31,-13,-10,0,1
19543,75,25,25,-10,55,-5,0,1
19544,60,35,30,75,35,-5,0,1
19545,22,31,24,-20,17,-5,0,1
19546,20,-27,-42,-2,3,9,0,0
19547,-56,-71,-33,-51,-16,-39,-1,1
19548,50,13,-63,8,-43,50,0,0
19549,-16,8,18,6,6,31,0,0
19550,15,-45,-55,20,5,-85,-1,1
19551,0,25,-10,55,0,-15,0,1
19552,15,53,-93,58,-63,15,0,0
19553,-40,-105,-200,40,-45,30,0,1
19554,-5,35,80,-15,45,-10,0,1
19555,8,-15,100,5,100,22,0,0
19556,20,35,30,-10,0,10,0,0
19557,36,6,-33,-24,54,56,1,0
19558,-15,-85,-60,0,-10,-5,0,1
19559,30,62,23,70,55,55,0,0
19560,-40,-55,-13,45,47,36,0,1
19561,21,62,178,-28,39,-67,0,1
19562,23,-46,-37,59,35,25,0,0
19563,-25,-3,50,-2,-13,-32,0,1
19564,-10,0,-65,-80,-35,-25,0,1
19565,-17,-37,-43,-13,-20,-58,0,1
19566,5,0,-45,85,0,30,0,0
19567,-17,-17,30,-37,10,-89,0,1
19568,-20,-40,-20,-10,-10,30,0,0
19569,-14,32,39,-14,-12,3,0,0
19570,10,15,145,50,0,0,0,1
19571,135,35,5,45,5,0,0,1
19572,-11,-5,0,0,60,-15,0,1
19573,25,55,8,90,8,20,1,0
19574,-15,40,-20,-55,-50,-35,-1,1
19575,59,110,60,5,45,11,1,0
19576,-5,-53,-52,35,0,60,0,0
19577,33,40,29,-20,-27,-25,0,1
19578,25,74,10,35,60,31,0,0
19579,-18,-35,-13,38,-14,67,0,0
19580,13,-15,20,120,100,12,1,1
19581,-24,-50,-25,-15,-15,5,0,0
19582,10,74,55,39,10,7,0,0
19583,28,27,28,-16,-2,-66,0,1
19584,10,-8,18,30,10,-65,0,1
19585,-50,-35,7,5,7,-14,0,1
19586,2,-11,-12,-43,-29,-14,0,1
19587,-9,-11,-18,-36,-11,5,0,0
19588,5,-60,72,-92,25,24,0,0
19589,44,41,-87,41,-77,8,0,1
19590,50,25,55,60,55,40,0,0
19591,120,55,10,70,40,50,0,0
19592,9,95,30,63,18,-10,0,1
19593,63,75,71,56,70,60,1,0
19594,-23,-25,-10,-40,-35,-62,0,1
19595,41,58,17,90,80,5,1,1
19596,25,63,35,12,22,59,0,0
19597,-21,-15,-40,-45,-40,-29,0,1
19598,-15,-46,-40,-58,-27,-52,0,1
19599,0,85,-5,-60,35,50,0,0
19600,75,75,85,100,90,100,1,0
19601,-20,45,10,105,45,130,0,0
19602,-3,-35,-3,-32,-25,-37,0,1
19603,-26,-110,-20,-74,-20,-50,-1,1
19604,0,33,20,-20,-60,-8,0,1
19605,-20,-100,0,-75,0,-75,0,1
19606,15,-5,25,0,20,-10,0,1
19607,-50,10,-70,60,5,75,0,0
19608,-5,10,50,5,0,-50,0,1
19609,5,-27,-19,7,-53,47,0,0
19610,15,31,-22,21,-12,-15,0,1
19611,-20,20,-120,-65,-20,85,0,0
19612,5,35,-45,15,-30,30,0,0
19613,45,75,55,75,65,75,1,0
19614,17,-16,10,-26,0,10,0,0
19615,0,-5,-5,15,65,14,0,0
19616,0,54,-1,15,5,-22,0,1
19617,10,-20,-35,60,-5,45,0,0
19618,0,-5,0,20,60,15,0,0
19619,35,-33,-35,18,30,30,0,0
19620,20,100,0,110,70,20,1,0
19621,30,10,55,32,88,-21,0,1
19622,15,10,-10,-15,-65,-60,0,1
19623,-1,-75,-47,-60,-30,-64,0,1
19624,-80,0,25,-75,-60,-10,0,1
19625,205,-55,-97,-30,28,-31,0,1
19626,-45,-52,-77,61,61,58,0,1
19627,25,45,87,-7,20,14,0,0
19628,-34,4,32,-6,22,2,0,1
19629,-122,-5,-32,10,15,-27,0,1
19630,-65,5,42,-5,37,45,0,0
19631,-20,-10,-15,-75,-15,-30,0,1
19632,-56,-55,25,-159,-10,-70,-1,1
19633,70,50,70,70,70,80,1,0
19634,-15,-95,0,-20,20,-35,-1,1
19635,-1,-5,40,-11,15,-34,0,1
19636,-40,-15,-58,-15,-58,-9,0,1
19637,32,90,24,15,44,65,0,0
19638,40,35,83,42,80,15,0,0
19639,0,58,-27,40,-15,39,0,0
19640,-20,-7,-31,-30,-40,-82,0,1
19641,0,40,0,-9,-49,15,0,0
19642,15,-10,15,-38,15,50,0,0
19643,19,20,7,-35,0,-50,0,1
19644,40,-20,0,-5,10,-20,0,1
19645,18,-49,21,51,-59,15,0,0
19646,23,35,5,5,-10,-8,0,1
19647,-35,40,-17,-100,35,-3,0,1
19648,-19,-32,-10,-2,-9,12,0,0
19649,-50,-30,70,-80,20,0,0,1
19650,6,5,33,15,33,34,1,0
19651,12,35,7,18,-14,37,0,0
19652,52,65,35,45,95,30,0,0
19653,15,-25,-15,75,20,35,0,0
19654,20,-10,7,0,-10,33,0,1
19655,8,1,8,-54,1,-55,0,1
19656,-43,-60,-32,15,-30,-5,0,1
19657,11,29,70,31,42,7,0,0
19658,-45,-90,-35,45,-10,-25,0,1
19659,-15,-39,22,-19,42,-65,0,1
19660,15,45,25,20,0,-40,0,1
19661,-144,145,65,159,15,90,1,0
19662,-56,-54,-35,-34,-38,9,-1,0
19663,1,20,15,-23,17,30,0,0
19664,15,53,-7,53,-27,6,0,0
19665,-28,-10,-75,-25,-80,30,0,0
19666,-30,-20,-5,-60,-20,-25,0,1
19667,-5,20,-20,-40,-20,55,0,0
19668,20,13,20,30,28,20,0,0
19669,-35,-10,20,-75,-40,-35,0,1
19670,35,-35,-115,50,60,30,0,0
19671,-10,20,-15,5,20,10,0,0
19672,10,55,75,35,45,-10,0,1
19673,36,3,-2,27,7,-51,0,1
19674,5,-15,-5,0,50,-20,0,1
19675,125,-22,-57,-67,18,-27,0,1
19676,30,0,-30,95,35,55,0,0
19677,-6,-27,-30,1,-9,13,0,0
19678,63,60,2,57,21,33,0,0
19679,100,32,1,44,13,20,0,0
19680,-40,-120,-25,-90,-10,-45,0,1
19681,-40,-20,-100,-20,-70,-30,-1,1
19682,25,0,-40,60,-10,10,0,0
19683,5,9,-11,18,-2,65,0,0
19684,-32,-43,-10,-62,-10,-38,0,1
19685,-10,-40,25,40,40,-50,0,1
19686,2,-21,-35,-43,-27,-4,0,1
19687,-10,-70,-85,-25,-25,-10,0,1
19688,10,45,-5,-30,-110,20,-1,0
19689,-15,-88,-10,-33,-30,-71,0,1
19690,-35,-30,-25,-53,-20,-5,0,1
19691,-36,55,35,23,-5,41,1,0
19692,-58,-150,-60,-95,-70,-62,0,1
19693,9,39,-5,10,25,20,0,1
19694,-15,-60,7,45,37,16,0,0
19695,150,-159,-145,-60,-15,-21,0,1
19696,-15,-17,-13,25,15,65,0,0
19697,13,40,-26,-35,-2,50,0,0
19698,20,20,10,5,-5,27,0,0
19699,-10,-25,80,-65,-10,-15,0,1
19700,-5,-31,-25,64,-25,-19,0,1
19701,-40,-5,-65,-35,-145,20,-1,0
19702,86,-15,55,17,57,25,1,0
19703,-30,17,15,-10,5,45,0,0
19704,5,40,50,0,-30,-35,0,1
19705,-5,15,-85,-25,-95,50,0,1
19706,-49,44,-14,-21,-39,68,0,0
19707,-55,-105,0,-5,-30,-80,0,1
19708,8,0,20,40,25,2,0,0
19709,45,50,30,34,23,48,0,0
19710,-1,17,13,-60,-20,-40,0,1
19711,-45,-60,-70,55,5,25,0,0
19712,0,43,-15,-28,5,-10,0,1
19713,21,-5,17,62,-9,21,0,0
19714,-40,-48,-40,-25,-25,20,0,0
19715,-10,-18,-55,-8,5,96,0,1
19716,-23,-10,63,0,50,-65,0,1
19717,-15,-60,22,-35,22,5,0,0
19718,-60,-44,-70,-10,-50,9,0,0
19719,4,20,5,33,3,-40,0,1
19720,5,-20,-5,45,5,-10,0,1
19721,-8,5,-15,-5,-10,-47,0,1
19722,-20,-13,2,22,2,-20,0,1
19723,-14,-74,-35,-4,-18,-13,0,1
19724,-18,63,45,2,5,57,0,0
19725,-50,35,5,-11,-31,20,0,0
19726,11,69,21,-41,29,21,0,0
19727,-2,10,-30,-40,-30,-50,0,1
19728,5,5,120,0,-10,-45,0,1
19729,-20,-100,0,-65,-25,25,-1,0
19730,-15,0,-35,-55,-55,-35,0,1
19731,7,-27,-43,-44,-33,13,0,0
19732,-10,-45,-65,10,-25,40,0,1
19733,-40,-25,42,-12,-5,49,0,0
19734,-24,-34,42,3,-5,29,0,0
19735,-13,-15,-85,18,-8,-10,0,1
19736,5,-18,10,-3,0,-1,0,1
19737,-52,29,22,-47,-42,44,0,0
19738,20,90,30,30,30,40,0,0
19739,50,10,146,90,46,-15,0,1
19740,-26,-89,-67,-9,-67,-52,-1,1
19741,15,-5,5,-80,-15,-35,0,1
19742,16,47,40,8,10,38,0,0
19743,46,61,24,21,19,-16,0,1
19744,52,55,50,60,35,50,1,0
19745,-25,1,-55,-9,-15,84,0,0
19746,-25,-15,5,10,5,25,0,0
19747,-5,-4,18,-35,28,6,0,0
19748,-5,-70,-25,60,55,30,0,0
19749,15,5,5,10,10,-55,0,1
19750,-5,115,90,35,85,80,1,0
19751,15,-5,25,0,10,-55,0,1
19752,32,36,7,41,20,34,0,0
19753,13,44,5,15,45,-17,0,1
19754,-39,-39,-91,-9,-76,40,0,1
19755,33,90,10,65,30,69,0,0
19756,-50,-47,-42,-97,-92,-26,-1,1
19757,5,35,20,-15,20,-5,0,1
19758,70,55,70,40,-5,-35,0,0
19759,25,7,20,22,-25,-2,0,1
19760,38,150,65,100,45,52,0,0
19761,-35,-15,15,70,-10,75,1,0
19762,20,20,-10,20,30,35,0,0
19763,-14,-31,-40,76,15,59,0,1
19764,-39,7,30,19,-5,43,0,0
19765,-60,105,20,140,55,50,1,0
19766,40,33,17,-5,10,6,0,0
19767,35,25,50,20,70,30,0,0
19768,-14,-5,-77,-8,-25,91,0,0
19769,-56,-12,-46,-89,-36,-53,0,1
19770,-14,-112,-27,-40,-35,-11,0,1
19771,7,61,42,-25,5,5,0,0
19772,-10,-40,-130,37,-22,35,-1,0
19773,30,73,5,77,15,47,0,0
19774,5,-30,21,-15,-9,-30,0,1
19775,-55,-55,23,-95,-5,-58,0,1
19776,25,0,60,60,160,-25,1,1
19777,30,31,19,20,30,75,0,0
19778,-20,-12,0,-15,35,6,0,0
19779,41,32,43,43,30,18,0,0
19780,-45,-63,-33,2,-28,-21,0,1
19781,-5,-5,-32,50,-2,20,0,0
19782,-26,-12,-10,-2,-10,26,0,0
19783,5,40,50,0,-30,-35,0,1
19784,-20,-25,-41,-24,-24,-16,0,1
19785,50,-45,35,-5,35,-20,0,1
19786,-10,0,-50,30,-5,35,0,0
19787,-68,-75,-65,-50,-55,-17,0,0
19788,25,-48,17,-38,17,-51,0,1
19789,-10,10,-25,-97,15,35,0,0
19790,-51,10,-75,3,-97,-20,0,1
19791,40,0,45,60,25,-5,0,1
19792,-10,-7,-18,25,0,10,0,0
19793,0,-5,0,0,10,-20,0,1
19794,-80,-35,-40,-115,-50,-30,-1,1
19795,22,27,23,20,15,15,0,0
19796,-5,-10,-30,-30,-30,-105,0,1
19797,85,81,58,81,61,33,1,0
19798,10,-15,25,-5,25,35,0,0
19799,-35,-10,0,50,-35,-50,0,1
19800,-5,-70,30,50,30,-25,0,1
19801,-15,20,125,-45,65,-5,1,1
19802,45,-35,45,-30,55,40,0,0
19803,-20,-90,-100,-19,-9,5,0,0
19804,55,-5,-30,40,-10,-15,0,1
19805,-40,-48,28,-93,-2,-95,-1,1
19806,-5,5,-31,-30,40,-9,-1,1
19807,164,-15,35,10,15,25,0,1
19808,-41,43,-22,-9,-32,72,0,0
19809,8,-8,-4,-8,-10,-43,0,1
19810,5,65,13,5,-15,17,0,0
19811,31,45,2,45,39,13,1,0
19812,23,29,-29,81,31,24,1,0
19813,15,4,6,56,34,5,1,0
19814,-45,-50,-40,-90,-40,-70,-1,1
19815,-40,10,-30,-20,-30,25,0,0
19816,-25,-91,-54,11,-56,-70,0,1
19817,-35,-70,-45,0,-45,0,0,1
19818,32,-17,-46,18,35,28,0,0
19819,21,55,-12,15,-12,13,0,0
19820,19,46,-25,56,-15,75,1,0
19821,-10,9,-10,-71,-5,-24,0,1
19822,-3,-30,11,-5,11,-35,0,1
19823,-20,-12,-17,28,-17,51,0,0
19824,9,11,60,-5,5,-25,0,1
19825,76,90,20,40,129,30,1,0
19826,-60,-135,-65,-160,-70,-95,-1,1
19827,-5,-15,33,50,88,14,0,0
19828,-59,-16,11,-41,-49,3,0,0
19829,16,-44,-48,-24,-28,3,0,0
19830,5,11,25,18,45,17,0,0
19831,-5,20,35,-135,-55,-120,0,0
19832,6,-45,25,52,22,-55,0,1
19833,-34,-23,-40,-40,-40,-30,0,1
19834,-2,50,31,50,5,20,0,0
19835,6,25,38,20,10,6,0,0
19836,-16,-62,-5,-10,4,-57,0,1
19837,-20,25,60,15,40,-70,0,1
19838,-42,-47,-65,-18,-45,-30,0,1
19839,-15,10,-24,-35,-18,-44,-1,1
19840,-5,-20,-57,50,25,5,0,0
19841,22,25,-25,-5,5,10,0,0
19842,-5,-20,-27,-30,-32,32,0,0
19843,-1,-57,-11,21,29,-33,0,1
19844,-15,-30,5,105,10,-55,0,1
19845,-28,-58,-8,-106,-29,-95,0,1
19846,-22,-7,-4,-4,-13,9,0,0
19847,15,-15,0,45,55,35,0,0
19848,47,69,67,89,44,50,1,0
19849,10,10,-2,40,-2,-50,0,0
19850,-30,-35,0,5,-30,15,0,0
19851,-42,-27,-32,-64,-49,2,0,0
19852,-25,-70,-30,0,-25,-20,0,1
19853,10,-30,7,-10,2,-50,0,1
19854,-26,-62,-37,-20,-30,-50,0,1
19855,-36,-80,-30,-134,-80,-80,-1,1
19856,-11,-62,-15,45,5,-37,0,1
19857,53,25,71,55,101,35,0,0
19858,30,-12,-16,15,-25,-77,0,1
19859,5,-5,0,30,20,15,0,0
19860,0,-70,-60,75,10,30,0,0
19861,-7,0,-35,-5,35,35,0,0
19862,5,40,10,-25,-5,-5,0,1
19863,-20,-30,-70,-25,-45,-45,0,1
19864,-18,-15,-46,34,5,20,0,0
19865,42,95,-10,-15,30,55,0,0
19866,6,7,88,7,18,-61,0,1
19867,0,-2,50,83,50,72,0,0
19868,-20,-47,-67,-22,-27,-19,0,1
19869,-23,-2,-41,-57,-55,-12,0,1
19870,14,14,81,4,66,-20,0,1
19871,11,-45,-58,-5,39,38,1,0
19872,30,60,0,55,0,65,0,0
19873,-17,25,-57,7,40,26,0,0
